,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g
189,Hovis,5010003064744,Seed Sensations,122.0,511.0,18.5,1.7,2.9,0.3,4.4,2.3,0.39,0.156,4.0,1.0,1.39285714285714
190,Parmentier,3019081238643,Sardines Huile d'Olive Vierge Extra,227.0,950.0,0.0,0.0,15.0,3.5,23.0,,1.2,0.48,3.0,28.0,13.2325
191,Coca-Cola,5449000000439,Coca-Cola,42.0,,10.6,10.6,0.0,,0.0,,0.03,0.012,4.0,12.0,0.0
192,Lesieur,6111024001516,"Huile de table équilibrée riche en vitamines A,E,D3",900.0,,0.0,0.0,100.0,15.0,0.0,,0.0,0.0,4.0,5.0,14.375
193,Nestlé,7613035040823,Nestlé Dessert,548.0,2285.0,50.7,46.4,34.1,20.2,6.0,7.3,0.01,0.004,4.0,25.0,0.0
194,Bé,6111259342828,Petit beurre,427.0,1771.0,60.0,15.3,17.5,8.5,6.6,1.2,0.23,0.092,4.0,18.0,0.0
195,Mont Roucous,3257971309114,Eau minérale naturelle,0.0,,0.0,0.0,0.0,0.0,0.0,,7.5,3.0,1.0,0.0,0.0
196,,7322540548563,jempo,,,,,,,,,,,,,
197,,7640154260283,,,,,,,,,,,,,,0.0
198,Pasquier,3256540000698,Pains au lait x10,353.0,1485.0,55.0,11.0,11.0,4.0,8.6,3.5,0.00275,0.0011,4.0,6.0,2.32575757575758
199,"Ferrero,Nutella",8000500179864,Nutella,539.0,,57.2,56.3,30.9,10.6,6.3,3.0,0.107,0.0428,4.0,31.0,13.0
200,Milka,3045140105502,Chocolat au lait,539.0,,57.0,55.0,31.0,19.0,6.5,2.3,0.275,0.11,4.0,32.0,0.347222222222221
201,Heinz,50457250,Tomato Ketchup,102.0,435.0,23.2,22.8,0.1,0.1,1.2,,1.8,0.72,3.0,13.0,60.9
202,Star,6111184001203,Moutarde 10.50 g,158.7,660.5,7.07,1.94,11.19,0.71,7.44,,6.54,2.616,4.0,21.0,0.0
203,New York Bakery Co,5020364010113,Bakery Co. 5 The Original Bagels,229.0,,42.0,4.4,2.2,0.8,7.8,2.6,0.1875,0.075,3.0,0.0,2.75
204,Coca-Cola,42105220,Coca Cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,,0.0,0.0,4.0,12.0,0.0
205,Yeo Valley Organic,5036589252450,Yeo Valley Organic kefir natural fermented yogurt,64.0,,5.4,5.4,2.1,1.4,4.7,,0.6375,0.255,1.0,6.0,0.0
206,"Nestlé, Ricore",3033710073467,RICORE Original,141.0,577.0,9.1,9.1,0.5,0.1,2.7,45.3,0.23,0.092,4.0,0.0,63.0
207,La Boulangère,3284230006408,Brioche Tranchée Bio 400g,336.0,1413.0,52.0,13.0,9.4,0.9,8.8,3.9,0.95,0.38,4.0,10.0,0.0
208,Jaouda,6111242103528,Croissance réduit en sucre,64.0,270.0,7.7,0.8,2.6,0.0,2.5,0.0,0.0775,0.031,4.0,,6.04166666666667
209,Mondelez International,7622201693916,Philadelphia,226.0,933.0,4.3,4.3,21.0,14.0,5.4,0.2,0.75,0.3,4.0,14.0,0.0
210,Jaouda,6111242105331,Beurre Frais Pasteurisé,746.0,,1.0,1.0,82.0,56.0,0.1,,0.0,0.0,,20.0,0.0
211,les Eaux Minérales d’Oulmes,6111035502941,Eau minérale naturelle gazeuse,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
212,"Orangina Schweppes France,Pulco,Schweppes International Limited",3225350000501,Pulco Citron,11.5,99.0,0.8,0.4,0.0,0.0,0.1,5.0,0.01,0.004,1.0,0.0,47.5
213,Heinz,87157215,Tomato Ketchup,102.0,435.0,23.2,22.8,0.1,0.1,1.2,,1.8,0.72,3.0,13.0,61.8
214,Fairglobe,40896243,Bio Chocolat Noir Cacao 70%,57.0,,3.5,2.8,4.2,2.5,0.9,0.7,0.002,0.0008,4.0,21.0,0.0
215,Heinz,50457243,Tomato Ketchup,102.0,435.0,23.2,22.8,0.1,,1.2,,1.8,0.72,3.0,,58.4821428571429
216,Hellmann's,8722700479475,Real Mayonnaise,725.0,3034.0,1.4,1.3,79.0,6.2,1.1,,1.2,0.48,4.0,20.0,78.096875
217,Excelo,6111259343344,King cookies choco,475.0,,60.4,31.2,24.0,12.0,5.4,,0.27,0.108,,25.0,
218,Deli Originals Fresh,10614594,Granatapfel Sauerkirsche Fruchtgummi,213.0,,27.7,10.4,9.5,0.8,2.2,3.8,,,,,0.0
219,Bertolli,8719200237902,Vegetable Fat Spread with 10% Olive Oil,531.0,2184.0,0.5,0.5,59.0,17.0,0.5,,1.1,0.44,4.0,14.0,42.3041666666667
220,Barilla,8076809523547,Pesto Rosso,329.0,1360.0,12.0,7.8,29.0,3.4,3.8,2.3,2.8,1.12,4.0,21.0,60.0
221,Sunny Via,3088543506255,Sirop d'Agave,1600.0,,402.5,395.0,2.5,0.0,2.5,2.5,0.0,0.0,1.0,20.0,0.0
222,Elle&Vire,3480341000636,Carré Frais - Nature,193.0,802.0,2.5,2.5,15.0,11.0,12.0,,1.2,0.48,3.0,13.0,0.0
223,Hellmann's,8718114724485,Mayonnaise,101.5,,0.196,0.182,11.06,0.882,0.154,,0.21,0.084,4.0,8.0,78.096875
224,Peripella,6111250474405,Peripella,555.0,2312.0,53.0,52.0,35.0,4.3,5.1,3.6,0.13,0.052,4.0,24.0,1.40625
225,,6111242102767,Yaourt tendre,121.0,,14.9,14.9,5.0,0.0,4.2,,0.0,0.0,4.0,4.0,0.0
226,alpro,5411188103387,Vanille au soja,75.0,,9.8,9.5,2.1,1.2,3.6,0.0,0.0975,0.039,4.0,2.0,0.274791666666672
227,Ethiquable,3760091727732,Beurre bio cacahuète,622.0,2575.0,13.0,5.8,50.0,6.8,26.0,8.3,0.03,0.012,1.0,-8.0,100.0
228,Weetabix,5010029000023,Weetabix produit à base de blé complet 100%,362.0,1516.0,69.0,4.2,2.0,0.53,12.0,10.0,0.26,0.104,3.0,-3.0,0.0
229,VEMONDO,4056489346357,Bio lait d'amande,32.7437858457,,0.0,,3.0,0.3,1.3,0.5,0.315,0.126,4.0,1.0,2.3
230,Fage,5201054017432,5% Greek Yogurt,93.0,,3.0,3.0,5.0,3.6,9.0,,0.0975,0.039,1.0,1.0,0.0
231,Harvest Morn,4088600247519,36 Wheat Bisks,134.14,,26.0,1.7,0.8,0.2,4.5,3.8,0.0975,0.039,3.0,-3.0,0.0
232,Tesco,5057967395088,Rye & Mixed Seed Sourdough Bread,131.0,,22.0,1.2,2.2,0.4,4.3,3.4,0.3825,0.153,3.0,-1.0,0.3
233,Coca-Cola Company,90382383,Cappy pulpy,37.0,,9.0,7.0,0.0,0.0,0.0,,0.05,0.02,4.0,12.0,11.6071428571429
234,Jibal,6111246953679,,105.0,438.0,,10.0,3.8,2.5,6.5,,0.25,0.1,1.0,14.0,0.0
235,La Fournée Dorée,3587220002252,La gâche tranchée,341.0,1434.0,49.0,13.0,12.0,7.4,8.1,,1.12,0.448,4.0,19.0,0.0
236,Lindt,3046920029780,Excellence Noir Subtil Doux 70% Cacao,610.0,2528.0,33.0,29.0,48.0,29.0,6.9,,0.01,0.004,4.0,25.0,0.0
237,Bol&Bol,6111250472241,Bol Bol Ketchup,111.0,,26.0,25.6,0.1,0.0,0.5,,3.6,1.44,4.0,25.0,12.8
238,Ideal,6111260230619,Tranches Au Goût Cheddar,281.0,,21.0,0.0,8.0,10.0,8.0,,3.25,1.3,,25.0,0.0
239,,6111246651261,,,,,,,,,,,,,,
240,st hubert,3366321052386,st hubert bio & végétal,495.0,2035.0,0.0,0.0,55.0,20.0,0.0,,0.45,0.18,4.0,13.0,11.225
241,Pringles,5053990101597,Sour Cream & Onion,145.0,,13.9,2.0,9.0,1.5,1.8,1.0,0.675,0.27,4.0,24.0,0.0
242,Star,6111184003276,Assaisonnement aromatisé au citron,1.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
243,Bjorg,3229820129488,"Muesli Raisin, Figue, Abricot",352.0,1485.0,59.0,14.0,5.8,0.9,11.0,10.0,0.03,0.012,3.0,-2.0,24.5
244,Nestlé,7613039490266,Nesquik,386.0,1634.0,78.9,75.1,3.6,1.6,5.1,7.7,0.41,0.164,4.0,9.0,0.0
245,"Nestlé, Maggi",3033710084913,Arome MAGGI,69.0,292.0,6.5,3.5,0.5,0.1,9.8,0.5,18.3,7.32,4.0,,0.0
246,Menguy's,3327272107969,Menguy's Peanut 100%,610.0,2529.0,13.0,6.2,48.0,5.8,28.0,7.0,0.05,0.02,1.0,-8.0,100.0
247,,6111246250013,Levure rafiaa,0.0,,0.0,0.0,0.0,0.0,0.0,,,,4.0,,0.0
248,Maple joe,3088542500285,Sirop d'érable ambré goût riche,18.76,,4.69,,0.0,,0.0,,,,2.0,,0.0
249,La boulangere,3760049791006,Tartines campagne 450g,274.0,1154.0,43.0,2.6,6.5,0.5,8.9,3.9,1.2,0.48,4.0,4.0,10.0333333333333
250,Ferrero,4008400404127,Nutella,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,,0.11,0.044,4.0,31.0,13.0
251,Jaouda,6111242101272,Muscly la force pour grandir,161.0,674.0,15.7,15.7,7.5,0.0,7.6,0.0,0.0,0.0,4.0,3.0,0.0
252,Dark Excellente,8410510012196,Chocolat Noir 92% cacao,58.0,,1.4,1.0,4.9,3.3,1.5,,0.0,0.0,4.0,19.0,2.47916666666666
253,"Maître Jean Pierre, Lidl",4056489007180,pain de mie grandes tranches spécial sandwich complet,258.0,1089.0,43.0,5.0,4.5,0.5,8.3,6.3,1.0,0.4,4.0,2.0,4.5
254,Specially Selected,4088600246291,Seeded Sourdough Bread,265.0,1118.0,43.0,0.5,4.9,0.6,9.5,5.5,0.84,0.336,3.0,1.0,0.260416666666668
255,"LU, Mondelez International",7622210601988,Granola L'Original,491.0,2058.0,62.0,28.0,23.0,12.0,5.9,3.5,1.2,0.48,4.0,28.0,0.0
256,Lotus,5410126006957,Biscoff Creamy,584.0,2435.0,57.0,36.8,38.1,7.6,2.9,0.8,0.54,0.216,4.0,26.0,7.12833333333333
257,jaouda,6111242104198,PRESSup ORANGE 1L,54.0,,13.0,5.5,0.1,0.0,0.4,0.1,2.5e-06,1e-06,4.0,4.0,64.25
258,Aicha,6111021090049,Concentré de tomates Aicha,117.0,,23.7,9.0,0.4,0.0,4.6,3.0,1.0,0.4,3.0,-4.0,99.865
259,Olla,6111251753899,Olla,73.0,,8.7,2.3,3.3,0.3,1.3,1.3,2.25,0.9,4.0,9.0,70.4
260,"lu, LU",3041090063206,Cracotte Céréales Complètes,380.0,1591.0,75.0,7.9,2.8,1.0,11.0,5.4,1.6,0.64,4.0,10.0,0.0
261,"Alesto,Lidl",20815394,Fruit & Nut Mix,504.0,,40.5,35.7,31.7,3.0,10.8,6.9,0.02,0.008,3.0,14.0,65.0
262,Jordans,5010477348678,Special Muesli 30% fruits & noix,362.0,1523.0,60.0,17.0,7.2,2.0,10.0,8.8,0.03,0.012,1.0,0.0,33.3125
263,VIP,6111250470209,,1.0,,0.3,0.0,0.0,0.0,0.2,,0.0,0.0,,,
264,Rowse,5011273040698,Runny Honey imp,329.0,,81.5,80.8,0.5,0.2,0.5,0.5,0.03,0.012,2.0,19.0,0.0
265,ولماس ماء معدني غازي طبيعي,6111035001024,Oulmès eau minerale naturellement gazeuse,,,,,,,,,785.0,314.0,1.0,0.0,0.0
266,Tesco finest,5059697731860,Ecuador dark chocolate,59.0,,3.5,2.8,4.5,2.7,0.7,1.1,,,4.0,,0.0
267,Arla,4016241030573,Skyr | Natural Fat Free | 0% Fat,60.0,,4.0,4.0,0.2,0.1,10.0,0.0,0.1375,0.055,1.0,-3.0,0.0
268,Kettle,5017764128104,Chips,494.0,,56.7,0.1,25.4,3.5,7.7,4.0,0.9,0.36,3.0,12.0,0.0
269,Artesto,8198701234564,Pâte d'arachide,582.0,,24.8,11.2,48.2,14.0,24.3,6.5,0.7,0.28,4.0,10.0,69.05
270,Pringles,5053990101573,Pringles Sare,530.0,2214.0,55.0,0.9,31.0,3.0,6.1,3.5,1.0,0.4,4.0,11.0,0.0
271,Flora,8719200269743,Flora Buttery,677.0,,0.5,0.5,75.0,28.0,0.5,,1.2775,0.511,4.0,19.0,28.6055555555556
272,"Barilla,Wasa",7300400481571,wasa,338.0,1423.0,62.0,2.0,1.5,0.3,9.0,20.0,1.0,0.4,3.0,0.0,0.0
273,Nestlé,7613035676497,Ricoré original,141.0,577.0,9.1,9.1,0.5,0.1,2.7,45.3,0.23,0.092,4.0,0.0,63.0
274,"Milbona, Pilos",20047559,Greek Style Yogurt,121.0,,3.2,3.2,10.0,6.6,4.6,0.5,0.1,0.04,1.0,6.0,0.0
275,Henrys,3362600001106,Henry's Sable Coco Biscuit 85G,376.5,,63.0,20.0,10.5,5.45,6.5,2.3,0.75,0.3,4.0,17.0,10.0
276,LU,3041090063114,Cracotte,387.0,1649.0,78.0,7.9,2.7,1.0,11.0,3.0,1.7,0.68,4.0,14.0,0.0
277,Gerblé,3175681851856,Biscuit raisins,442.0,1858.0,68.0,17.0,14.0,1.3,8.5,4.9,0.2,0.08,4.0,5.0,13.8
278,Heinz,5000157076410,Seriously Good Times Mayonnaise,644.0,,3.1,3.0,70.0,11.0,0.8,,1.3775,0.551,3.0,24.0,68.0
279,,6111266962446,6111266962446,167.8,703.9,,20.0,7.4,4.8,5.3,,0.0,0.0,4.0,11.0,0.0
280,,6111180003102,Mayfine,356.0,,85.0,0.0,0.6,0.0,0.45,0.0,0.071,0.0284,3.0,4.0,0.0
281,Nestlé,7613287431943,Nesquik Cocoa,382.0,,78.0,75.0,3.6,1.6,5.1,7.7,0.44,0.176,4.0,,0.0
282,Bjorg,3229820794525,Nutri+ avoine chocolat,454.0,,61.0,17.0,18.0,3.2,8.2,7.6,0.61,0.244,4.0,10.0,18.1666666666667
283,Pringles,5053990156009,Pringles Original,534.0,2227.0,56.0,1.4,31.0,6.6,5.9,3.5,1.1,0.44,4.0,16.0,0.0
284,BN,3061990143365,Biscuits goût chocolat,82.0,,12.0,5.4,3.1,1.6,1.2,0.7,0.2,0.08,4.0,25.0,3.94583333333333
285,Jason's,5025125000150,Everyday White Rolls,196.0,,39.1,2.7,0.6,0.01,8.0,1.44,0.61,0.244,3.0,2.0,0.0
286,Kallø,5013665112235,Organic Chicken Stock Cubes 8 Pack,7.0,29.0,0.7,0.1,0.5,0.2,0.1,,0.9,0.36,4.0,,1.87500000000002
287,Bonne Maman,3045320094008,Strawberry Jam,241.0,1023.0,59.0,59.0,0.1,0.0,0.4,1.2,0.0,0.0,4.0,16.0,65.0
288,McVitie's,5000168036755,digestives,483.0,,63.6,15.1,21.3,10.1,7.0,3.7,1.3,0.52,4.0,25.0,0.0
289,DANONE,6111206000696,,234.0,1026.0,5.5,5.5,20.0,10.0,8.0,,1.0,0.4,4.0,14.0,0.0
290,Harrys,3228857001231,Harrys brioche tressee nature au sucre perle sans additifs 500g,356.0,1496.0,49.0,13.0,13.0,1.0,8.6,4.5,0.8,0.32,4.0,5.0,10.8
291,Quaker,5000108022152,Quaker Rolled Oats,147.0,,25.2,0.4,3.4,0.7,4.9,4.0,0.0025,0.001,1.0,-5.0,0.0
292,Maille,8720182556738,Maille Moutarde Fine de Dijon L'Originale Bocal 360g,144.0,600.0,2.6,2.0,10.0,0.7,7.6,3.8,4.9,1.96,3.0,20.0,0.0
293,Jardin Bio,06153153,Tartines craquantes quinoa - pois chiche,378.0,1603.0,79.0,0.6,1.6,0.5,9.6,4.7,0.5,0.2,3.0,1.0,0.0
294,Nature Valley,8410076610737,Protein Cacahuetes🥜 & Chocolat🍫,195.0,,11.0,6.8,11.3,3.0,10.2,4.3,0.3825,0.153,4.0,,41.3290594362745
295,Whole earth,5013665108801,Crunchy Peanut Butter,109.31,,1.258,0.646,9.231,1.343,4.709,1.139,0.17,0.068,3.0,4.0,97.0
296,Jibal,6111246950845,Jibal,55.0,230.0,,4.0,3.0,2.0,3.0,,0.1,0.04,,2.0,0.0
297,"Alesto, Lidl, Lidl Alesto",20202392,Brazil Nuts,210.0,864.0,0.8,0.8,20.0,4.9,5.1,3.0,0.01,0.004,1.0,3.0,100.0
298,"Le Fromage Fouetté Madame Loïk, Paysan breton",3412290070101,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,252.0,1039.0,3.0,3.0,24.0,17.3,5.9,0.0,1.1,0.44,3.0,16.0,0.0
299,Delicia,6111162001201,Delicia double concentre de tomates,91.0,386.0,18.35,0.0,0.09,0.0,4.13,0.0,0.0,0.0,,0.0,0.0
300,VIP,6111250473453,Vip crema gold,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,1.25,0.5,,,0.0
301,Kallø,5013665111610,Lightly Salted Low Fat Corn Cakes,26.0,,5.9,0.1,0.1,0.03,0.5,,0.0975,0.039,3.0,8.0,0.0
302,Ain ifrane,6111251420272,Aïn Ifran Eau minérale naturelle,0.0,,,,,,,,7.62,3.048,1.0,0.0,0.0
303,Menguy's,3327272107259,Menguy's Beurre de cacahuètes creamy,629.0,2607.0,12.0,8.7,52.0,9.5,25.0,6.7,0.86,0.344,3.0,6.0,86.0
304,Sidi ali,6111035001383,Eau minerale,0.0,,,,,,,,62.5,25.0,1.0,0.0,0.0
305,Harrys,3228857000166,100% mie complet 500g,250.0,1053.0,42.0,5.5,4.3,0.4,7.5,6.5,1.1,0.44,4.0,2.0,5.2625
306,LUMondelez,7622201133337,Figolu,128.0,,23.008,16.0,2.5984,1.2,1.5008,0.998,0.0003,0.00012,4.0,21.0,26.0
307,Warburtons,5010044000701,Crumpets,97.0,,19.4,1.1,0.39985,0.1,3.3,1.1,0.7975,0.319,4.0,7.0,0.0
308,Engevita,5016084000374,Nutritional Yeast Flakes,349.0,1460.0,19.0,1.0,5.0,1.0,47.0,20.0,0.25,0.1,1.0,,0.0
309,"Cuétara, Krit",8434165466333,Krit krititas galletas saladas,505.0,2113.0,60.0,8.7,26.0,12.0,6.5,2.5,1.7,0.68,4.0,18.0,0.0
310,,6111259347021,,522.0,,66.0,37.0,26.0,15.0,5.8,,0.75,0.3,4.0,29.0,0.0
311,Star,6111184000657,Star Mayonnaise,592.0,2435.4,,0.05,65.21,9.8,1.12,,1.75,0.7,4.0,24.0,0.0
312,,6111259093140,,,,,,,,,,,,,,0.0
313,Bjorg,3229820787015,BjORG AMANDE ALMOND SANS SUGRES- NO SUGAR,25.0,102.0,1.6,0.5,1.7,0.2,0.7,0.5,0.05,0.02,4.0,2.0,2.8
314,Gullón,8410376026962,Digestive Avena Choco,476.0,1995.0,61.0,22.0,21.0,4.8,7.6,6.5,1.0,0.4,4.0,15.0,0.0
315,Gullón,8410376009415,Chip Choco zero sin azúcares,458.0,1911.0,63.0,0.5,24.0,6.0,5.9,4.0,0.58,0.232,4.0,11.0,0.0
316,Delicia,6111162000723,Délicia - Confiture d'abricot,272.0,,67.36,,0.12,,0.41,,,,3.0,,66.6666666666667
317,Primevère,3155251205302,Tartine doux,495.0,2033.0,0.0,0.0,55.0,15.0,0.0,,0.4,0.16,4.0,8.0,25.0
318,ProActiv,8719200012608,ProActiv Margarine Tartine,314.0,1294.0,0.5,0.5,35.0,7.6,0.5,,0.2,0.08,4.0,4.0,12.5
319,alpro,5411188116592,Délicieuse & Tropical Coco,20.0,85.0,2.7,1.9,0.8,0.8,0.1,0.1,0.13,0.052,4.0,2.0,8.6
320,,6111175000741,41022,,,,,,,,,,,,,
321,Jaouda,6111242102019,flan caram jao dan,3.0,2.0,18.0,7.0,7.0,3.0,2.0,3.0,4.0,1.6,,23.0,0.0
322,,6111180007339,,403.0,1687.28,86.0,86.1,3.8,0.0,6.1,,0.0,0.0,,,
323,"St Hubert, St hubert omega 3",3366321051983,Oméga 3® Doux,468.0,1924.0,0.0,0.0,52.0,17.0,0.0,,0.4125,0.165,4.0,11.0,36.9666666666667
324,Nature ValleyGeneral Mills,8410076601131,Crunchy avoine et miel,196.14,,27.006,11.256,7.602,0.924,3.654,2.688,0.3507,0.14028,4.0,14.0,5.03571428571428
325,Coca-Cola,90338243,Coca-Cola original taste,42.0,180.0,10.6,10.6,,,,,,,4.0,,0.0
326,Biotiful gut health,5060337220415,kefir drink original,148.0,,12.0,7.0,7.3,5.3,8.8,,0.245,0.098,3.0,2.0,0.0
327,Danone,6111032002925,Yaourt Nature,66.2,280.0,6.7,6.7,3.0,2.0,3.0,,0.34125,0.1365,,2.0,0.0
328,Jason's,5025125000105,No. 6 Sourdough Majestic Malted,255.0,,47.0,1.8,2.7,0.8,9.3,3.6,0.99,0.396,3.0,3.0,0.0
329,حلال,6111242380219,,519.8,,57.0,51.0,35.0,13.58,4.5,31.0,0.5,0.2,,27.0,
330,"Gerblé,Gerblé Vitalité,Nutrition & Santé",3175680011534,Biscuit lait chocolat,457.0,1919.0,65.0,21.0,17.0,2.8,8.5,5.0,0.74,0.296,4.0,14.0,13.7
331,Alpro,5411188119098,Natur mit Kokosnuss,54.0,224.0,2.4,2.2,2.8,1.0,3.9,0.9,0.22,0.088,4.0,0.0,14.7
332,Bjorg,3229820782560,"Muesli SuperFruits Raisins, cassis,cranberry, myrtille",358.0,,60.0,13.0,6.0,0.9,11.0,10.0,0.04,0.016,3.0,-2.0,21.8
333,STORCK,4014400400007,Toffifee,521.0,2177.0,58.9,48.8,29.0,12.7,6.0,0.0,0.27,0.108,4.0,31.0,11.8055555555556
334,The Coconut Collab,0680569854124,Fermented Coconut Yoghurt Alternative,120.0,502.0,6.9,1.6,10.0,9.0,1.2,1.0,0.0,0.0,4.0,4.0,95.0
335,Kiri,6111028000980,Kiri carré 8p,230.0,950.0,3.5,2.0,20.0,13.0,9.0,,1.6,0.64,4.0,18.0,0.0
336,"General Mills,Nature Valley",8410076601148,Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,473.0,1981.0,61.5,26.8,19.8,3.4,8.7,7.0,0.65,0.26,4.0,14.0,6.375
337,Specially Selected,4088600327587,Dark Rye Sourdough,234.0,,45.1,1.5,1.3,0.1,7.9,5.2,0.7975,0.319,4.0,0.0,0.0
338,Azura,3504182960123,Tomates cerises allongées,,,,,,,,,,,1.0,-5.0,100.0
339,Gerblé,3175681105423,Cookie🍪 cacao pépites Sans Sucre,414.0,1728.0,61.0,0.0,18.0,3.3,8.0,8.9,0.21,0.084,4.0,1.0,16.4
340,Amora,8720182460721,Amora Moutarde Forte Bocal 430g,145.0,605.0,2.7,2.0,10.0,0.7,7.7,3.8,4.9,1.96,3.0,20.0,0.0
341,Yeo Valley,5036589255598,Organic Natural Yoghurt,72.0,,4.9,4.9,3.8,2.5,4.2,,0.1175,0.047,1.0,2.0,0.0
342,Fage,5201054017418,Fage Total 0% Yogurt,54.0,,3.0,3.0,0.0,,10.3,,0.0975,0.039,1.0,-4.0,0.0
343,Ramona's,5060228323799,Ramona's Heavenly Houmous,272.0,,10.5,0.6,21.6,1.8,6.4,5.0,0.9825,0.393,4.0,2.0,84.8888888888889
344,perly,6111266960336,Perly fromage,262.0,,6.0,0.0,22.0,15.2,10.0,0.0,1.6,0.64,4.0,16.0,0.0
345,Kellogg's,3159470000120,Corn Flakes,378.0,1604.0,84.0,8.0,0.9,0.2,7.0,3.0,1.1,0.44,3.0,11.0,0.0
346,Lotus,5410126716016,Biscoff,484.0,,72.6,38.1,19.0,8.0,4.9,1.3,0.905,0.362,3.0,28.0,6.175
347,Tesco,5059697710001,Dark milk chocolate,597.0,2479.0,36.2,33.6,44.6,27.8,9.9,5.6,0.23,0.092,3.0,24.0,0.0
348,Heudebert,3392460480827,Biscottes 6 Céréales,402.0,1698.0,67.0,3.4,7.8,2.4,13.0,5.0,1.6,0.64,4.0,12.0,0.0
349,Gerblé,3175680011442,Biscuit soja orange,444.0,1866.0,66.0,18.0,14.0,1.4,11.0,4.9,0.36,0.144,4.0,10.0,15.75
350,"McVitie's,United Biscuits",5000168198491,Sablés Anglais L'Original,483.0,2025.0,63.6,15.1,21.3,10.1,7.0,3.7,1.3,0.52,4.0,25.0,0.0
351,belvita,16811207,petit déjeuner miel et pépites de chocolat,409.0,,60.0,26.0,15.0,2.8,5.7,7.6,1.4,0.56,4.0,15.0,2.5125
352,"Sainsbury's, Taste the difference",01318180,Multiseed Wholemeal Farmhouse Loaf,270.0,1136.0,34.2,4.2,7.5,1.1,12.8,7.4,0.84,0.336,4.0,0.0,0.405000000000001
353,Bjorg,3229820021027,P'tit Nature Complet,416.0,1750.0,70.0,20.0,10.0,0.8,7.6,7.6,0.45,0.18,4.0,7.0,4.97142857142858
354,Evian,3068320120256,Eau minérale naturelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00165,0.00066,1.0,0.0,0.0
355,Oatly,7394376616501,Haferdrink Barista,61.0,257.0,7.1,3.4,3.0,0.3,1.1,0.8,0.1,0.04,3.0,7.0,5.0
356,Lindt,3046920029674,Excellence À la Pointe de Fleur de Sel Noir,529.0,2205.0,50.0,48.0,32.0,20.0,6.2,,0.27,0.108,4.0,30.0,0.0
357,زيت الزيتون واد سوس,6111099000247,Hule D'olive,822.0,4.0,0.0,0.0,90.0,13.0,0.0,66.0,0.0,0.0,,-5.0,0.0
358,Ferrero,3017620421006,Pâte à tartiner Nutella noisettes et cacao - 750g,539.0,2252.0,57.5,56.3,30.9,10.6,6.3,,0.107,0.0428,4.0,31.0,13.0
359,Barilla,8076800195057,SPAGHETTI N° 5,359.0,1521.0,71.0,3.5,2.0,0.5,13.0,3.0,0.01,0.004,1.0,0.0,0.0
360,Lindt,3046920010047,Excellence Noir Corsé 78% Cacao,114.0057361197,,4.8,3.4,9.2,5.8,2.0,,0.0075,0.003,3.0,21.0,0.0
361,Van Houten,4006985906203,Cacao en Poudre Non Sucré,379.0,,39.0,0.9,21.0,13.0,20.0,28.0,0.0775,0.031,1.0,,0.0
362,"Oasis,Orangina Schweppes France",3124480191182,PET 2L OASIS TROPICAL,28.0,120.0,6.6,6.6,0.0,0.0,0.1,0.0,0.03,0.012,4.0,7.0,12.0
363,pringles,5053990161669,Картофельные чипсы со вкусом парики,522.0,,54.0,3.2,30.0,2.8,6.7,4.4,1.2775,0.511,4.0,12.0,0.0
364,,6111242107380,Press up,54.0,,13.0,5.5,0.1,0.0,0.4,0.1,0.0025,0.001,4.0,4.0,64.25
365,Harrys,3228857001378,Brioche moins de sucre,327.0,1354.0,45.1,9.3,11.0,1.1,8.4,7.2,1.0,0.4,4.0,7.0,8.859375
366,Danette,6111032006749,Danette chklat,135.0,,19.799999237061,19.799999237061,5.0,3.4000000953674,2.9000000953674,,0.0,0.0,,8.0,0.0
367,,6111252422008,AQUAFINA,,,,,,,,,0.0,0.0,1.0,0.0,
368,,6111262821150,,583.0,2434.0,24.8,2.75,48.2,9.9,24.3,0.0,1.25,0.5,4.0,11.0,73.0
369,Poulain,3664346312936,Pâte à tartiner,522.0,2181.0,60.0,59.0,28.0,5.1,5.4,3.5,0.1,0.04,4.0,25.0,13.0
370,Tesco Finest,5057967395071,White Sourdough,238.0,,43.4,2.7,2.8,0.1,7.5,4.7,0.7675,0.307,3.0,0.0,10.9375
371,Danone,6111032010135,double zéro Cerise,48.3,202.0,8.23,0.0,0.2,0.0,3.4,,0.0,0.0,4.0,-1.0,0.0
372,Heinz,8715700407760,Tomato Ketchup BIO,112.0,476.0,25.3,24.8,0.1,0.1,1.4,0.0,1.7,0.68,3.0,15.0,50.0
373,"Lidl,Primadona",4056489141877,Huile d'olive vierge extra,828.0,3404.0,0.0,0.0,92.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
