brands,code,product_name
lidl milbona,4.05649E+12,mascarpone
pilos,20017675,pilos unt sarat
herta knacki,3.15423E+12,herta knacki saucisses 100 pur porc sans nitrite x6 210g
president,3.22802E+12,krave maslo 82
galbusera,8.00219E+12,piu integrali ricchi di fibre segale
maretti,3.80021E+12,bruschette sour cream
hacendado,8.48E+12,crema de calabaza y zanahoria
allos hofmanufaktur gmbh whole earth,5.01367E+12,bioerdnussbutter mit knackigen erdnussstuckchen
st dalfour,5.01427E+12,st dalfour mermelada de frambuesa
heinz,5.00016E+12,beanz no added sugar
ww weight watchers,3.17568E+12,wraps proteines
skyr danone,3.03349E+12,skyr fraise
milsani,2.00605E+12,skyr
aldi savoury bakes,4.0886E+12,original rye crispbread
elpozo,8.41084E+12,jamon cocido extra 1954
tonys chocolonely,8.71768E+12,dark chocolate almond sea salt 51
mcvites,5.00017E+12,mcvities milk choc digestives 266g
anchor,5.00018E+12,anchor
rowse,5.01127E+12,organic honey
nandos,6.00377E+12,perinaise periperi mayonnaise mild
kallo,5.01367E+12,lentil  pea veggie cakes  caramelised onion chutney flavour
strong roots,5.39153E+12,the pumpkin  spinach
tesco,5.01837E+12,mixed bean salad in vinaigrette
bio maggi,8.585E+12,bouillon kub bio volaille
ms food,797016,super nutty wholefood
oatly,7.39438E+12,oat drink organic
kania lidl zuckerfrei,4.05649E+12,tomato ketchup
waitrose,5.00017E+12,waitrose belgian dark chocolate 72
honey maid,44000004637,grahams
daucy,3.0178E+12,ratatouille cuisinee a la provencale daucy 380g
marks and spencer,246255,soft golden wholemeal farmhouse
lidl,4.05649E+12,lidl high protein greek yog
lidl,4.05649E+12,lentil bites
valencia,6.11125E+12,abtal
lidl,20016210,all butter scottish shortbread fingers
graze,5.05596E+12,sweet chilli crunch
asda extra special,5.05717E+12,wholemeal and rye sourdough
waitrose,5.00017E+12,wheat  rye sourdough bread
graze,5.05596E+12,peri peri crunch
pip  nut,5.06037E+12,crunchy sweet  salty peanut butter
inspired cuisine,4.0886E+12,4 panini rolls
allinsons,5.01007E+12,very strong wholemeal bread flour
taste the differencesainsburys,393645,taste the difference vanilla ice cream
sainsburys,322768,medium egg noodles
la baleine,3.18328E+12,sel et mineraux marins
excelo,6.11124E+12,sandwichs choc
mission,8.437E+12,wraps ble complet
lesieur,6.11102E+12,lesieur
heinz,8.41007E+12,tomato frito
azura,3.50418E+12,tomates cerises melangees
bol,5.06043E+12,immunity power soup butternut squash  chilli
chergui,6.11113E+12,chergui sport
birds eye,5.00012E+12,fish fingers
muesli croustillant quaker,3.16893E+12,quaker muesli croustillant myrtilles  baies de goji
lu mondelez,3.01776E+12,la paille dor aux fraises
danone,3.03349E+12,danone le nature 125 g x 16
bjorg,3.22982E+12,gaufres caramel bio
u u bio,3.25623E+12,pate a tartiner aux noisettes sans huile de palme 350g
saint michel,3.17853E+12,le palmier
lumondelez international,5.41004E+12,tuc original  biscuits sale
cocacola,5.449E+12,cocacola zero zero
pure via,3.32976E+12,pure via 65 morceaux
haribo,3.10322E+12,tagada loriginale
brun,3.01776E+12,brun  14 wafers vanilla flavor 146g 52oz
cappuccino gold cappuccino nescafe,3.03371E+12,nescafe gold cappuccino cappuccino
lindt,3.04692E+12,lindor noir
nescafe,7.61303E+12,nescafe cappuccino noisette cafe soluble boite de 270g
andros,3.60858E+12,gourmand  vegetal au lait de coco brasse fraise
intersnack france vico,3.33697E+12,la classique nature
chabrior,3.25039E+12,petits pains grilles au ble complet
carrefour,3.56007E+12,fusilli ble complet
materne,3.02177E+12,pompotes pommepoire
ricola,7.6107E+12,schweizer krautertee
lune de miel,3.08854E+12,miel de fleurs
sondey,20349486,mini brownies lidl
nudossi,4.01809E+12,nudossi ohne palmol
confetteria raffaello ferrero,5.41355E+12,raffaello fines gaufrettes enrobees de noix de coco fourrees noix de coco avec amande entiere ballotin de 18 pieces
cacolac,3.18155E+12,cacolac nature boite 25 cl
toque du chef chef select,4.05649E+12,tortelloni pesto basilico
bonduelle,3.08368E+12,haricots rouges facon chili
bonduelle,3.08368E+12,poelee la mediterraneenne
jardin bio jardin biologique lea nature,3.30713E+12,sauce tomate provencale
pepsico quaker,8.7101E+12,cruesli chocolate
hacendado,8.71878E+12,cebolla frita
madrange,3.18094E+12,le jambon superieur a letouffe
marque repere epi dor,3.5647E+12,pain au seigle complet
primevere,3.15525E+12,primevere bio doux
carrefour,3.56007E+12,huile dolive
de cecco,8.00125E+12,penne rigate no 41
freshona,20004330,gewurzgurken
sante,5.90062E+12,oatflakes
bjorg,3.22982E+12,muesli avoine chocolat
ethiquable,3.76028E+12,guatemala grand cru alta verapaz
oatly,7.39438E+12,ikaffe
heura,8.43702E+12,burgers natures
cirio,8.00032E+12,passata
crownfield,20719326,raisin  almond granola
u,3.25623E+12,pate a tartiner aux noisettes 400g
delicedanone,61941304,jockey
pure via,3.32976E+12,pure via roux
elephant,8.72061E+12,mon infusion bio gingembre citron
lipton,5.00012E+12,peach ice tea
nestle,3.02329E+12,lindahls pro stracciatella
kelloggs,5.00013E+12,fruitn fibre
cassegrain,3.08368E+12,ratatouille  quinoa a la provencale
aldi,4.0886E+12,dried apricots
heinz,5.00016E+12,cream of mushroom  soup
harvest morn,4.0886E+12,bitesize wheat shreds
simplement bon et bio,2.00605E+12,muesli noix
hacendado,8.48E+12,picos camperos de jerez
amoy,5.01093E+12,straight to wok medium noodles
rana,8.00167E+12,aubergine parmigiana fresh tortelloni
morrisons,5.01025E+12,pittas wholemeal
mrs elswood,50409709,sandwich sliced gherkins
lidl vita dor,4.05649E+12,peanut butter
harvest morn,4.0886E+12,protein granola honey and seeds
lidl,4.05649E+12,clear honey
village bakery,4.0886E+12,lightly seeded loaf
tesco,5.05755E+12,salted popcorn
lidl vemondo,4.05649E+12,no milk hafer 35 fett
sainsburys,1849738,pure canadian maple syrup
mrs crimbles,5.01082E+12,macaroons
linwoods,5.01689E+12,flaxseed sunflower pumpkin  chia seeds  goji berries
chergui,6.11113E+12,0  finesse poire
cadbury,7.62221E+12,mini eggs
sultan,6.11107E+12,moment of relaxation
montezumas,5.06072E+12,absolute black orange  cocoa nibs
by sainsburys,369695,wholewheat fusilli
sol de alba,8.42146E+12,king kotes  corn fried barbecue flavoured
patersons,5.01075E+12,clotted cream shortbread fingers
rivercote,4.05649E+12,savoury crackers lightly salted
bramwells,4.06146E+12,tomato ketchup
the paleo foods co,5.06038E+12,low sugar grainfree granola
naked,5.02231E+12,green machine
heinz,8.41007E+12,tomate ketchup heinz
valencia,6.11125E+12,abtal
prime prime hydration,8.5004E+11,prime hydration ice pop
sainsburys,272513,baked beans
asda,20337148,scottish shortbread fingers
hacendado,8.402E+12,gelatina proteinas frutos silvestres
bledina,3.04109E+12,nursie
plant menu,4.06146E+12,organic smoked tofu
carrefour,3.56007E+12,le pain
walkers,5.1E+11,ready salted crisps
yeo valley,5.00025E+12,organic unsalted butter
president,3.22802E+12,comte le montarlier
bounty,5.00016E+12,bounty
reina,8.42076E+12,kefir reina 600g
mondelez international,7.6222E+12,tuc original
st michel,3.02347E+12,sable de retz le veritable
nestlefitness,3.38739E+12,chocolate con leche
danette danette creme dessert danone,3.03349E+12,danette chocolat 125 g x 4
bjorg,3.22982E+12,galettes aux 4 cereales
terres et cereales bio,3.42156E+12,corn flakes sans sucres ajoutes
joker,3.12335E+12,joker le bio multifruit 1l
haribo,3.10322E+12,600g happy box haribo
carrefour,3.27019E+12,fromage blanc nature 0
bio village marque repere,3.56471E+12,tartine  cuisson
danone veloute veloute nature,3.03349E+12,danone veloute nature
biscoff lotus,5.41013E+12,the original speculoos
yoplait,3.32977E+12,yaourt nature sucre
marque repere epi dor,3.5647E+12,pain de mie seigle et cereales
president,3.15525E+12,beurre president 12 sel
lu,3.01776E+12,grany chocolat au lait noisettes
carrefour,3.56007E+12,basmati
saupiquet,3.16595E+12,filets de maquereaux grilles
latelier blini,3.29207E+12,tzatziki extra
mixe,20041663,sardines a lhuile de tournesol
sodebo,3.24227E+12,sandwich le mega baguette thon oeuf sauce cocktail
nestle garden gourmet,7.61304E+12,les bouchees soja et ble
curly intersnack vico,3.33697E+12,curly cacahuete
le moulin du pivert,3.26835E+12,fourres choc
alvalle,5.41019E+12,gazpacho loriginal
cereal bio,3.17568E+12,orge lentilles vertes riz rouge au naturel
maribel,20000646,visnovy dzem
saint alby,20334734,rillettes de poulet roti en cocotte
alpro,5.41119E+12,alpro fermentiertes sojaprodukt heidelbeere 500g
envia,4.05649E+12,yaourt au lait de brebis nature
alsa,3.01136E+12,levure de boulanger briochin
marque reperenotre jardin,3.5647E+12,pois chiches
alesto,20840808,chouchou
lucien georgelin,3.57242E+12,cereales crocchoc
liebig,3.03681E+12,veloute de potiron  carottes bio
fleury michon,3.09576E+12,le superieur  a letouffee
paturages,3.25039E+12,skyr nature
marque repere rustica scamark filiale e leclerc,3.5647E+12,moutarde de dijon
jardin bio lea nature,3.76002E+12,pois casses a la paysanne bio  300 g  jardin bio
lidlmilbona,20047214,mozzarella grated
delisse marque repere,3.5647E+12,yaourt a la grecque nature
lapiculteur yves michaud,3.08854E+12,miel lapiculteur
malo,3.27869E+12,empresure caramel
schar,8.0087E+12,crackers
cereal bio,3.25901E+12,tofu nature a cuisiner
crownfield,20775018,muesli coustillant
ritter sport,4.00042E+12,marzipan dark chocolate with marzipan
president,3.22802E+12,beurre leger doux 40 mg
gullon,8.41038E+12,vitalday crocant chocolate integral con copos de avena
lidl,20917609,kong strong wild power sugar free
barilla mulino bianco,8.07681E+12,galletti mb 350g int eu
alpro,5.41119E+12,skyr vanille
milbona,4.05649E+12,creme joghurt mild pfirsich maracuja
alpro,5.41119E+12,alpro sojadrink banane 1l
le petit basque,3.28025E+12,skyr nature au lait de brebis
hacendado,8.48E+12,pan tostado 100 integral de trigo
baresafreshona,40879345,chopped tomatoes in tomato juice
amora,8.71052E+12,mayonnaise 5 ingredients
president,3.22802E+12,beurre doux
u u bio,3.25623E+12,flocons davoine paquet 500g
alpro,5.41119E+12,dessert vegetal citron vert
fanta,5.449E+12,pet 125l fanta orange
milbona,4.05649E+12,quark hp peach and maracuja
fleury michon,3.30274E+12,blanc de dinde dore au four
bjorg bio nutri ,3.22982E+12,ptit nature 5 cereales
dulano,20437022,delikatess edelsalami
santanna,8.02014E+12,acqua minerales naturale santanna sorgente rebruant
mondelez,4.00034E+12,philadelphia naturell
tuc,5.99871E+12,tuc sour cream  onion
dorset cereals,5.01836E+12,luscious berry  cherry muesli
fin carre way to go,4.05649E+12,milk chocolate caramel seasalt
fleischer selbst gemacht the wholesome bar uberti,1.23457E+11,peanut butter crunch
herta tarte en or,3.15423E+12,herta tarte en or pate feuilletee 30 mg 230g
isey,5.69085E+12,skyr sans lactose cheesecake au citron
vemondo,4.05649E+12,soya vanilla flavour
nescafe,6.11102E+12,nescafe classic
petit navire,3.01909E+12,rillettes de thon aux olives vertes
galbusera,8.00219E+12,biscotti cereali g granola e frolla
babybel,3.07378E+12,minibaby light
quorn,5.0195E+12,quorn sausages
aldicowbelle,4.0886E+12,semiskimmed milk
aldi,4.0886E+12,harvest morn corn flakes
rowse,5.01127E+12,honey
oatly,7.39438E+12,creamy oat
village bakery,4.0886E+12,8 tortilla wraps white
ocean sea,20177089,salmon ahumado en lonchas
danone,3.03349E+12,hipro creme dessert vanille
carrs,5.00017E+12,melts original
sultan,6.11107E+12,al ambar the vert en grains
asda,20337087,british milk semi skimmed
st michel,3.17853E+12,la galette fourree
terra delyssa,6.19151E+12,huile dolive vierge extra
tesco,5.05701E+12,high fibre bran tesco
aldi,4.0886E+12,soft cheese lighter
linda mccartney,5.05605E+12,vegemince
tesco,5.05737E+12,halloumi
oxo,5.00018E+12,oxo 24 beef stock cubes
bonne maman,3.04532E+12,bonne maman blackcurrant conserve
yeo valley,5.01407E+12,half fat creme fraiche
sainsburys,1219098,mayonnaise
aldi,4.0886E+12,clear honey
blue diamond almonds,41570112717,almond breeze
sainsburys,1729313,halloumi
lidl,20942021,mixed beans
tesco,5.00036E+12,cous cous
hacendado,8.48E+12,black chocolate 72 with almonds
savour bakes,4.0886E+12,thins rosemary  sea salt flatbreads
valencia,6.11125E+12,nectar orange
popchips,5.00024E+12,pop chip bbq
bimbo,6.11126E+12,comple
tesco finest,5.0597E+12,amber maple syrup
danone,6.11121E+12,coeur de lait
kurkure,8.90149E+12,kurkure
dr oetker,5.00025E+12,fine dark cocoa powder
jacobs,8.7146E+12,samar cafe
lidl roman hill bakery,4.05649E+12,both in one tortilla wraps
lee kum kee,78895141849,kee chiu chow chilli oil
by sainsburys,461481,crunchy peanut butter
mackays,6.37793E+11,scottish strawberry preserve
parachute,8.90109E+12,parachnute 100 pure coconut oil
potts,5.06018E+12,potts beef stock
ms,722803,lightly sea salted hand cooked crisps
excelo,6.11124E+12,mary trini
belvita,7.6222E+12,breakfast honey  nut
maribel,4.05649E+12,sirop derable
hacendado,8.402E+12,barrita frutos secos
grahams,5.02584E+12,kefir yogurt
yeo valley organic,5.03659E+12,kefir honey fermented yoghurt
tobigo,6.11126E+12,tobigo
milka,7.6222E+12,milka strawberry
sainsburys taste the difference,1538229,moroccan spiced chicken  chickpea soup
danone,3.04109E+12,nursie
nestle,3.02329E+12,yaos
danone,3.03349E+12,skyr a boire fruits exotiques
harrys,3.22886E+12,brioche tressee nature allegee en sucres sans additifs 450g
carlotti,6.11125E+12,carlotti chocolate negro 60 cacao
danone,3.03349E+12,hipro creme dessert saveur chocolat noisette
bjorg,3.22982E+12,fourres myrtilles
nestle lion lion bio,7.61304E+12,lion bio cereales 400g
lindt lindt  sprungli,8.01311E+12,pate a tartiner 25 de noisettes
danone veloute veloute nature,3.03349E+12,danone veloute nature 125 g x 8
cocacola,5.00011E+12,pet 50cl coca cola zero
kelloggs special k,5.05008E+12,barres de cereales special k chocolat au lait
gerble,3.17568E+12,biscuit muesli avoine gerble
st hubertst hubert 41,3.36632E+12,st hubert 41 250 g doux ss hdp
pelletier,3.01776E+12,biscottes gout brioche  les gourmands pelletier
bel leerdammer,8.7218E+12,leerdammer leger
bio village marque repere,3.56471E+12,galette de mais
u,3.25622E+12,huile dolive vierge extra bouteille 1l
marque repere les croises,3.5647E+12,beurre tendre doux 82 mg
lidl maribel,20000639,extra dzem od marelice
crownfield,20775025,muesli croustillant noix et miel
hacendado,8.48E+12,queso fresco burgos desnatado 0 mg de vaca
belboursinboursin atartinercore cheese,3.07378E+12,boursin ail  fines herbes
vitaquell,4.00325E+12,vita coco
cmi carrefour marchandises internationales carrefour groupe carrefour,3.56007E+12,100 pur jus  pomme
carrefour,3.24541E+12,haricots rouges
president,3.22802E+12,beurre doux 82 mg gastronomique
st hubert st hubert omega 3,3.36632E+12,st hubert omega 470 g doux
cote dor,7.6224E+12,mignonnette noir  orange
heinz,8.41007E+12,heinz
duploferrero,40084015,duplo einzelriegel
lutti,3.11674E+12,200g scoubidou lutti
crealine,3.42244E+12,puree de courgettes
ferrero,3.22392E+12,couscous grain moyen
crealine,3.42244E+12,lecrase pommes de terre aux 2 carottes
marque repere peche ocean,3.5647E+12,filets maquereau naturel
u,3.25622E+12,eau de source de montagne dauvergne
maizena maizena unilever,8.7121E+12,maizena fleur de mais
cvc capital partners continental foods royco,3.03681E+12,creme de champignons
golden sun,4.05649E+12,lentilles vertes
aquariusthe cocacola company,5.449E+12,bebida isotonica limon
bjorg,3.22982E+12,avoine cuisine
karelea lea nature,3.76002E+12,fine gaufre
connetable,3.26367E+12,sardines huile olive ve label rge 135g cble
lune de miel,3.08854E+12,miel de fleurs liquide
damiano,8.00235E+12,amandino puree damandes grillees
alsaunilever,8.7227E+12,sucre vanille x 12 sachets
tanoshi,3.22982E+12,sauce soja
hacendado,8.48E+12,salsa barbacoa
de cecco,8.00125E+12,linguine ndeg 7
cereal bio,3.17568E+12,hache vegetal facon bolognaise au soja
oluf lorentzen as mutti,8.00511E+12,tomater hakkede okologisk 400g mutti
carrefour,3.24541E+12,houmous pois chiche  sesame
auchan auchan bio,3.59671E+12,huile dolive vierge extra assemblage dhuiles dolive origine ue et non ue
carrefour,3.56007E+12,filets de maquereaux au naturel
ferrero,8.0005E+12,kinder schokobons white
nestle nesquik,8.00055E+12,nesquik
villars,7.61004E+12,chocolat villars noir 85 100g
seeberger,4.00826E+12,mango
lindl sondey sonday,20193089,galletas 0 azucares anadidos
mondelez mondelez international toblerone,7.6145E+12,toblerone dark chocolate bar
hacendado,8.48E+12,crema cacao
hacendado,8.48E+12,tostadas sin gluten
cheetos,8.4102E+12,cheetos
bjorg,3.22982E+12,tofu nature
crownfield,20052454,corn flakes
hacendado,8.48E+12,pan integral
brets,3.49792E+12,chips nature loriginale nutriscore b
eat real,5.02649E+12,hummus chips tomato and basil
primadonna,4.05649E+12,olivenol
velpitar,5.94114E+12,paine grau intreg
cocacola,4965802,diet coke
orlando,8.41007E+12,ketchup
pringles,5.05399E+12,pringles hot  spicy
carrefour biocarrefour,3.56007E+12,croustillant tout chocolat
mulino bianco pan di stelle,8.07681E+12,pan di stelle
hacendado,8.48E+12,eritritol y sucralosa
tesco,5.05018E+12,sweetcorn in water
u,3.25623E+12,pate a tartiner aux noisettes 750g
lotus,5.41013E+12,biscoff creamy
